name,tiers,identity_count
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_Normal_04,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_Normal_04_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_ParryAid_H,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_ParryAid_H_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_ParryAid_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_ParryAid_L_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_ParryAid_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_Rush,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_Rush_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_Special,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Attack_Special_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Dash_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Dash_Evade,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Dash_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Dash_Loop_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Dash_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Death,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Evade_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Evade_Back_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Evade_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Evade_Front_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Evade_to_Run_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Finish_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Finish_Ex_AirState,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Finish_Ex_AirState_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Finish_Ex_AirState_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gacha_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gacha_Loop_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gacha_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Angry_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Angry_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Angry_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Angry,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Blink_Angry,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Blink_Happy,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Blink_Idle,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Blink_Sad,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Blink_Shy,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Blink_Surprise,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Blink_Think,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Happy,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Idle,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Sad,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Shy,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Surprise,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Facial_Think,scalar-full-source|standalone-native,3
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Happy_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Happy_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Happy_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Idle,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Sad_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Sad_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Sad_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Shy_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Shy_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Shy_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Special_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Special_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Special_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Surprise_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Surprise_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Surprise_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Think_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Think_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Gal_Think_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_HitFly_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_HitFly_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Hit_H_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Hit_H_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Hit_L_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Hit_L_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Hit_Shake,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Idle_AFK,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Idle_AirState_Back_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Idle_AirState_Front_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Idle_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Idle_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_RunToWalk,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Run_End_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Run_End_R,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Run_Loop,scalar-full-source,2
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Run_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Run_Start_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Run_TurnBack,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Sprint_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Stand_Idle01_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Stand_LookingPose,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Stand_Photo,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Stand_StandingPose,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Stand_Think_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Stand_TouchingPose,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Stand_Weak_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_TL_TurnAround,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_TurnAround_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_TurnAround_R,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Walk_End_02_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Walk_End_02_R,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Walk_End_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Walk_End_R,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Walk_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_MC_Walk_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Move_B_AirBack_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Move_B_AirFront_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Move_F_AirBack_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Move_F_AirFront_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Move_L_AirBack_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Move_L_AirFront_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Move_R_AirBack_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Move_R_AirFront_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_QuestStart,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Run_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Run_Loop_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Run_Loop_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Run_Transform_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Run_Transform_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Skill01_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Skill01_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Skill02_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Skill02_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Skill03_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Skill03_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Skill04_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Skill05_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Start_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchIn_Attack,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchIn_Attack_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchIn_Attack_Ex,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchIn_Attack_Ex_Extra,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchIn_Attack_Ex_Extra_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchIn_Attack_Ex_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchIn_Normal,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchOut_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_SwitchOut_Normal,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_CharSel_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_CharSel_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_Detail,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_DtoE,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_DtoS1,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_Equipment,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_EtoD,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_EtoS2,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_MainPage_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_S1toD,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_S1toE,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_S2toD,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_S2toE,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_Skill_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_UI_Skill_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Walk_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Walk_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Walk_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Walk_Start_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Ani_Walk_to_Run_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Cam_Attack_Burst_Ex_Max01,scalar-full-source|standalone-native,2
Avatar_Female_Size02_Remielle_Origin_Cam_Finish_Ex_AirState,scalar-full-source|standalone-native,2
Avatar_Female_Size02_Remielle_Origin_Cam_Finish_Ex_AirState_Start,scalar-full-source|standalone-native,2
Avatar_Female_Size02_Remielle_Origin_Cam_QuestStart,scalar-full-source|standalone-native,2
Avatar_Female_Size02_Remielle_Origin_Cam_SwitchIn_Attack_Ex_Start,scalar-full-source|standalone-native,2
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_AssaultAid,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_AssaultAid_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_01_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_Ex_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_Ex_01_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_Ex_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_Ex_02_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_Ex_Max01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_Ex_Max02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Burst_Ex_Max02_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ChangeState,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ChangeState_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Counter,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Counter_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ExSpecial,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ExSpecial_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Normal_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Normal_01_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Normal_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Normal_02_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Normal_03,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Normal_03_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Normal_04,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Normal_04_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ParryAid_H,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ParryAid_H_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ParryAid_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ParryAid_L_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_ParryAid_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Rush,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Rush_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Special,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Attack_Special_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Dash_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Dash_Evade,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Dash_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Dash_Loop_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Dash_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Death,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Evade_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Evade_Back_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Evade_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Evade_Front_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Evade_to_Run_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Finish_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Finish_Ex_AirState,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Finish_Ex_AirState_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Finish_Ex_AirState_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gacha_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gacha_Loop_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gacha_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Angry_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Angry_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Angry_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Happy_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Happy_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Happy_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Idle,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Sad_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Sad_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Sad_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Shy_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Shy_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Shy_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Special_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Special_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Special_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Surprise_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Surprise_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Surprise_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Think_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Think_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Gal_Think_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_HitFly_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_HitFly_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Hit_H_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Hit_H_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Hit_L_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Hit_L_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Hit_Shake,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Idle_AFK,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Idle_AirState_Back_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Idle_AirState_Front_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Idle_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Idle_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_RunToWalk,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Run_End_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Run_End_R,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Run_Loop,scalar-full-source,2
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Run_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Run_Start_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Run_TurnBack,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Sprint_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Stand_Idle01_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Stand_LookingPose,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Stand_Photo,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Stand_StandingPose,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Stand_Think_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Stand_TouchingPose,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Stand_Weak_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_TL_TurnAround,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_TurnAround_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_TurnAround_R,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Walk_End_02_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Walk_End_02_R,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Walk_End_L,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Walk_End_R,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Walk_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_MC_Walk_Start,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Move_B_AirBack_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Move_B_AirFront_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Move_F_AirBack_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Move_F_AirFront_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Move_L_AirBack_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Move_L_AirFront_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Move_R_AirBack_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Move_R_AirFront_Loop,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_QuestStart,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Run_End,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Run_Loop_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Run_Loop_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Run_Transform_01,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Run_Transform_02,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Skill01_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Skill01_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Skill02_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Skill02_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Skill03_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Skill03_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Skill04_AirState_Front,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Skill05_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_Start_AirState_Back,scalar-full-source,1
Avatar_Female_Size02_Remielle_Origin_Default_Ani_SwitchIn_Attack,scalar-full-source,1
